Incident Type,Location,Borough,Creation Date,Closed Date,Latitude,Longitude
Fire-5th Alarm,18-11 College Point Boulevard,Queens,41110.9216,41126.4598,40.78297959,-73.84585584
Fire-3rd Alarm,24-11 150 Street,Queens,41122.89469,41125.2875,40.77682956,-73.81480069
Fire-3rd Alarm,5421 Snyder Avenue,Brooklyn,41122.97953,41123.15,40.65037447,-73.92605064
Law Enforcement-Device,660 Arnow Avenue,Bronx,41122.53376,41122.56495,40.8679161,-73.86901549
Law Enforcement-Haz Mat,West 40 Street,Manhattan,41118.67028,41118.68995,40.74233623,-74.02729613
Fire-Collapse,245 West 34th Street,New York City,41067.95282,41117.3703,40.75172925,-73.99234838
Fire-Hospital,4141 Carpenter Avenue,Bronx,41114.34884,41114.39355,40.89256807,-73.86123398
Law Enforcement-Suspicious Package,West 43rd Street & 8th Avenue,Manhattan,41113.94558,41113.96733,40.75790743,-73.98929757
Fire-2nd Alarm,97-10 108 St,Queens,41113.71947,41113.77534,40.68867016,-73.8362299
Law Enforcement-Other,Columbus Circle & West 59th Street,Manhattan,41110.12838,41111.36733,40.76788907,-73.98151253
Law Enforcement-Suspicious Package,800 2 Ave,Manhattan,41110.74204,41110.78149,40.75028507,-73.97185205
Law Enforcement-Other,w 45 st & a,Brooklyn,41109.99068,41110.13417,,
Law Enforcement-Suspicious Package,177 9th Avenue,Manhattan,41109.34162,41109.37537,40.74502131,-74.00241435
Law Enforcement-Suspicious Package,,Queens,41109.21699,41109.2751,,
Law Enforcement-Suspicious Package,885 2nd Avenue,Manhattan,41104.8172,41104.82197,40.75319397,-73.96975741
Law Enforcement-Suspicious Package,Jerome Avenue & East Fordham Road,Bronx,41099.08094,41099.12536,40.86275507,-73.90107874
Fire-Explosion,East 96  Street,New York City,41097.61167,41097.65171,40.69397477,-73.95264173
Law Enforcement-Suspicious Package,Bedford Avenue  & North 12th Street,Brooklyn,41097.40675,41097.43854,40.7206006,-73.9547539
Fire-3rd Alarm,610 West 42 Street,Manhattan,41096.28745,41097.13323,40.76106986,-73.99892068
Fire-Sensitive Location,188 EASTERN PARKWAY,Brooklyn,41095.6223,41095.73905,40.67194174,-73.96356132
Fire-2nd Alarm,2545 Grand Concourse,Bronx,41089.45981,41095.42848,40.86345085,-73.89638864
Law Enforcement-Suspicious Package,Neptune Avenue  & West 6th Street,Brooklyn,41094.58956,41094.62801,40.77476739,-73.96577106
Law Enforcement-Device,38 Varick Street,Brooklyn,41094.5164,41094.60235,,
Law Enforcement-Other,300 w 110 street,Manhattan,41093.47914,41093.51413,40.8007376,-73.95866169
Law Enforcement-Device,2115 East 26 Street,Brooklyn,41092.48311,41092.55494,40.59949968,-73.94555972
Fire-10-76 (Commercial High Rise Fire),205 West 39th Street,Manhattan,41091.91582,41091.98547,40.75435294,-73.98883614
Fire-Nursing Home,3010 west 33 rd Street,Brooklyn,41090.84948,41091.08521,40.72857976,-73.99318363
Law Enforcement-Suspicious Package,West 42 St & 6 Ave,Manhattan,41087.60036,41087.6294,40.75484095,-73.98411855
Fire-1st Alarm,193 23rd Street,Brooklyn,41080.36926,41084.49539,40.66115223,-73.9961037
Law Enforcement-Suspicious Package,88 Fulton Street,New York City,41082.80067,41082.80791,40.70929818,-74.00594426
Fire-1st Alarm,230 West 36 St,Manhattan,41081.85513,41082.01503,40.752709,-73.9907313
Fire-1st Alarm,94 Lexington Avenue,Brooklyn,41081.70108,41081.7334,40.68683306,-73.95820226
Law Enforcement-Device,78 Richmond Terrace,Staten Island,41074.98887,41075.00535,40.64469074,-74.07703843
Fire-1st Alarm,84 Quincy Street,Brooklyn,41074.07228,41074.22078,40.68611657,-73.95791425
Fire-2nd Alarm,1011 Elton St,Brooklyn,41073.41742,41073.57715,40.6586669,-73.87561841
Fire-1st Alarm,1838 Adee Avenue,Bronx,41073.48264,41073.53082,40.87117467,-73.83716163
Fire-2nd Alarm,1011 Elton Street,Brooklyn,41073.41472,41073.41802,40.6586669,-73.87561841
Law Enforcement-Device,500 Oak Point Avenue,Bronx,41072.69568,41072.74652,40.80896923,-73.89437828
Fire-7th Alarm,Belt Parkway c/s Flatbush Avenue,Brooklyn,41071.53218,41071.85372,40.58745664,-73.90403637
Fire-Other,201 EAst 144 Street,Bronx,41070.37289,41071.03528,40.81609203,-73.92648428
Fire-2nd Alarm,112-05 Jamaica Ave,Queens,41066.34382,41066.57466,40.69748643,-73.83626955
Fire-1st Alarm,2100 Bartow Avenue,Bronx,41064.49368,41064.54262,40.86942882,-73.82573684
Fire-1st Alarm,243 Brighton Beach Ave,Brooklyn,41064.33932,41064.45486,40.57670913,-73.96566516
Medical-Injured City Worker,,Brooklyn,41063.46755,41063.51316,,
Law Enforcement-Suspicious Package,East 96 Street  & Madison Avenue,Manhattan,41061.80806,41061.82257,40.78722634,-73.95416333
Fire-2nd Alarm,747 10 Avenue,Manhattan,41060.58628,41060.68387,40.76509335,-73.99150211
Fire-2nd Alarm,201 West 145th Street,Manhattan,41058.28581,41058.61454,40.82185256,-73.9395608
Fire-2nd Alarm,15 Layton Avenue,Staten Island,41057.05764,41057.14707,40.64176551,-74.08387053
Law Enforcement-Suspicious Package,252 East 204 Street,Bronx,41056.67175,41056.6916,40.87413815,-73.88425149
Fire-3rd Alarm,2220 Voorhies Avenue,Brooklyn,41030.0756,41056.08579,40.58653636,-73.94634076
Fire-3rd Alarm,173-14 Liberty Avenue,Queens,41044.3942,41055.54603,40.70460669,-73.7847771
Law Enforcement-Suspicious Package,59-23 Main Street,Queens,41055.35568,41055.42434,40.74365146,-73.82562916
Fire-6th Alarm,270 ARLINGTON AVENUE,Brooklyn,41022.77304,41052.42644,40.68084039,-73.88463748
Law Enforcement-Device,400 West 43 St,Manhattan,41050.82654,41050.85589,40.759173,-73.99232587
Fire-4th Alarm,East 118 Street & Park Avenue,Manhattan,41045.78667,41050.46421,40.80060705,-73.94227095
Fire-Other,250 West 57th Street,New York City,41047.7488,41047.96855,40.76639054,-73.98211944
Fire-1st Alarm,West 51 Street & 8 Avenue,Manhattan,41044.67751,41045.49334,40.76291619,-73.9856472
Fire-10-77 (Residential High Rise Fire),36 Central Park South,Manhattan,41043.92549,41043.97176,40.76505248,-73.97479516
Fire-2nd Alarm,1340 57 St,Brooklyn,41043.68365,41043.78156,40.62988913,-73.99570563
Law Enforcement-Device,119-33 147th Street,Queens,41043.51008,41043.54164,40.67838683,-73.79280058
Law Enforcement-Other,Washington Avenue & E.172nd Street,Bronx,41042.34819,41042.36656,40.84024643,-73.90187839
Fire-Haz Mat,18-18 Hazen Street,Queens,41041.48728,41042.10951,40.79427511,-73.88415198
Fire-Residential,62-27 108th Street,Queens,41041.61679,41041.62976,40.73635079,-73.85134748
Fire-Sensitive Location,725 St. Marks Avenue,Brooklyn,41041.3305,41041.39275,40.67513644,-73.94861279
Law Enforcement-Suspicious Package,,Brooklyn,41035.90583,41035.91818,,
Fire-Nursing Home,797 Brighton Avenue,Staten Island,41032.84002,41032.86103,40.63244746,-74.09716757
Law Enforcement-Haz Mat,725 5 Avenue,Manhattan,41026.8298,41032.52951,40.76250799,-73.97428713
Fire-2nd Alarm,,Brooklyn,41028.77852,41031.90743,,
Law Enforcement-Suspicious Package,West 23 Street & 6 Avenue,Manhattan,41029.33027,41029.33973,40.7429104,-73.9928041
Fire-2nd Alarm,88th Street & 165th Avenue,Queens,41027.02091,41027.12512,40.64843706,-73.84205489
Fire-Haz Mat,Varick Street,Manhattan,41026.89093,41027.00861,,
Fire-Brush,08 cedar grove avenue,Staten Island,41023.81697,41023.84619,40.56429357,-74.09779187
Fire-Sensitive Location,109-18 34th avenue,Queens,41022.81684,41022.85321,40.7564114,-73.85946381
Fire-2nd Alarm,313 East 170th Street,Bronx,41022.54698,41022.59126,40.83738779,-73.9102777
Fire-2nd Alarm,59 Thompson Street,Manhattan,41022.23984,41022.36315,,
Law Enforcement-Other,5002 19 Avenue,Brooklyn,41021.82058,41021.88469,40.62625874,-73.97932904
Fire-Haz Mat,Rockaway Boulevard & 182 Street,Queens,41021.15484,41021.37863,,
Law Enforcement-Suspicious Package,,Brooklyn,41019.12522,41019.13625,,
Fire-2nd Alarm,59-38 48 Avenue,Queens,41017.44978,41018.93672,40.73855416,-73.9052614
Fire-2nd Alarm,1116 Belmont Avenue,Brooklyn,41018.84397,41018.89834,40.6746876,-73.86771142
Law Enforcement-Suspicious Package,Richmond Avenue & Tennyson Drive,Staten Island,41018.74873,41018.80117,40.5330455,-74.15184815
Fire-2nd Alarm,133rd Avenue & Bedell Street,Queens,41018.65015,41018.77292,40.67655065,-73.76837387
Fire-4th Alarm,257 Hancock Street,Brooklyn,41017.92498,41018.46539,40.68304279,-73.94568261
Fire-2nd Alarm,203 Fenimore St,Brooklyn,41016.76169,41018.44847,40.65838518,-73.95549531
Law Enforcement-Suspicious Package,1260 Franklin Ave,Bronx,41016.60697,41017.04742,40.8309947,-73.90270508
Fire-2nd Alarm,1671 Coleman Street,Brooklyn,41016.85178,41017.00354,40.61754605,-73.93383131
Fire-2nd Alarm,45 Kermit Place,Brooklyn,41016.3014,41016.38329,40.64852871,-73.97335447
Fire-2nd Alarm,141-40 185 St,Queens,41014.62728,41014.88066,40.6703472,-73.75890381
Law Enforcement-Suspicious Package,JFK Airport,Queens,41013.4661,41013.50091,,
Fire-5th Alarm,38-68 13 St,Queens,41001.66373,41013.47674,40.75739572,-73.94042421
Fire-6th Alarm,1427 Dekalb Avenue,Brooklyn,40996.92736,41012.38922,40.70026715,-73.92321832
Fire-3rd Alarm,209 East 165 Street,Bronx,41011.66284,41011.92203,40.83018906,-73.91855512
Fire-2nd Alarm,704 Lefferts Avenue,Brooklyn,41011.05132,41011.15119,40.66313925,-73.93794563
Fire-2nd Alarm,600 West 136 Street,Manhattan,41008.41709,41008.48997,40.82093464,-73.95499639
Fire-5th Alarm,640 Parkside Avenue,Brooklyn,41001.96414,41008.42043,40.65614128,-73.9519576
Law Enforcement-Haz Mat,30 7th Avenue,Manhattan,41006.18977,41006.76419,,
Fire-3rd Alarm,1830 2nd  Avenue,Manhattan,41005.26215,41005.77508,40.7832767,-73.94778548
Fire-Brush,Richmond Hill Road & Forest Hill Road,Staten Island,41004.76448,41004.80594,40.58061768,-74.15252871
Fire-10-77 (Residential High Rise Fire),740 Park Avenue,Manhattan,41004.63333,41004.75503,40.77062424,-73.96418606
Law Enforcement-Haz Mat,1120 Park Avenue,New York City,41004.59336,41004.68103,40.7830028,-73.95571172
Fire-Collapse,535 4th Avenue,Brooklyn,41001.33716,41001.86853,40.66691602,-73.9915723
Law Enforcement-Device,West 46 Street & 7 Avenue,Manhattan,41000.84793,41000.88522,40.75857393,-73.98504894
Law Enforcement-Suspicious Package,,Brooklyn,40998.3213,40998.89709,,
Fire-Haz Mat,8101 15 avenue,Brooklyn,40998.35263,40998.70385,40.61415862,-74.00663814
Fire-2nd Alarm,232 Metropolitan Avenue,Brooklyn,40995.95752,40998.00454,40.71512397,-73.95989437
Fire-3rd Alarm,601 W 151 Street,New York City,40993.02381,40996.67988,40.83037628,-73.94802676
Fire-3rd Alarm,2341 91st Street,Queens,40996.09903,40996.25104,40.76690742,-73.87889638
Law Enforcement-Device,1535 Broadway,New York City,40995.60572,40995.65811,40.75826657,-73.98546772
Fire-2nd Alarm,236 12th Street,Brooklyn,40993.54547,40995.39506,40.66809609,-73.98930478
Fire-2nd Alarm,474 Stratford Road,Brooklyn,40990.55172,40993.20756,40.63677125,-73.96738533
Fire-School,143-41 101 Avenue,Queens,40992.51693,40992.58198,40.69528957,-73.80724139
Law Enforcement-Suspicious Package,,Brooklyn,40992.45287,40992.49771,,
Fire-Haz Mat,Cross Island Parkway & 157 Street,Queens,40991.69383,40991.79645,40.78662884,-73.80515332
Law Enforcement-Suspicious Package,Cadman Plaza West & Clark Street,Brooklyn,40991.48148,40991.48909,40.69701244,-73.99136654
Law Enforcement-Suspicious Package,175 Van wyck expy,Queens,40989.84645,40989.88532,40.77368905,-74.02317202
Fire-2nd Alarm,Arthur Kill Rd & Richmond Avenue,Staten Island,40989.72053,40989.81984,40.56109154,-74.16982752
Fire-Sensitive Location,,Brooklyn,40989.59336,40989.68311,,
Law Enforcement-Haz Mat,Longstreet Avenue & Chaffee Avenue,Bronx,40989.57381,40989.63566,40.81617749,-73.80447432
Fire-2nd Alarm,42-24 Ithaca Street,Queens,40988.94521,40989.05109,40.74413085,-73.87828458
Fire-Brush,Knapp Street & Belt Parkway,Brooklyn,40988.79785,40988.81808,40.73998015,-73.98878917
Law Enforcement-Device,221 Bowery,Manhattan,40988.60784,40988.62749,40.72190757,-73.99341606
Fire-1st Alarm,2885 Marion Ave,Bronx,40985.62355,40985.77433,40.86848214,-73.88506038
Fire-Manhole,24 West 125 Street,Manhattan,40984.9522,40985.00005,40.80675015,-73.94308199
Law Enforcement-Suspicious Package,,Queens,40982.50907,40982.55005,40.64399273,-73.77371539
Law Enforcement-Other,2351 1st Avenue,Manhattan,40982.40648,40982.44563,40.79888402,-73.93331877
Fire-1st Alarm,40 Irving Place,New York City,40963.97237,40982.44513,40.73549364,-73.98765936
Fire-2nd Alarm,48-03 72nd Street,Queens,40981.61205,40981.70481,40.73810355,-73.89223891
Fire-3rd Alarm,141-14 Laburnum Avenue,Queens,40980.39626,40980.50066,40.75017509,-73.81637982
Fire-3rd Alarm,325 Rockaway Avenue,Brooklyn,40980.25387,40980.36766,40.6723168,-73.91130006
Medical-EMS MCI (Multiple Casualty Incident),Tillary Street & Red Cross Place,Brooklyn,40978.35398,40978.45988,,
Fire-10-77 (Residential High Rise Fire),300 West 23 Street,Manhattan,40978.27917,40978.32524,40.74546598,-73.99891733
Fire-2nd Alarm,30-87 23rd Street,Queens,40977.50851,40977.6658,40.76705029,-73.92826765
Fire-2nd Alarm,75 Cedar Terrace,Staten Island,40977.1916,40977.31221,40.61317741,-74.08898873
Fire-2nd Alarm,38 Ada Dr,Staten Island,40976.63714,40976.70855,40.61992238,-74.15522287
Fire-2nd Alarm,36 Westervelt Avenue,Staten Island,40976.03301,40976.44964,40.64675338,-74.08676326
Fire-3rd Alarm,1155 Blake Avenue,Brooklyn,40973.04106,40976.41966,40.67078699,-73.87482076
Fire-2nd Alarm,2179 Clarendon Road,Brooklyn,40973.15137,40976.19671,40.64273503,-73.95707681
Law Enforcement-Suspicious Package,149-55 114 St,Queens,40975.74999,40975.82104,40.66874091,-73.82724528
Law Enforcement-Other,2220 Burnett Street,Brooklyn,40975.48573,40975.53591,,
Fire-2nd Alarm,84-19 Roosevelt Avenue,Queens,40974.88273,40974.92159,40.74786464,-73.88181102
Fire-10-76 (Commercial High Rise Fire),1000 3 Avenue,Manhattan,40973.78833,40973.85694,40.76189387,-73.96634941
Law Enforcement-Other,Steinway Street & Astoria Boulevard North,Queens,40973.66545,40973.79181,40.74096129,-74.02264377
Law Enforcement-Suspicious Package,Forest Avenue  & Hoyt Avenue,Staten Island,40973.5176,40973.53663,40.63069517,-74.10469829
Law Enforcement-Suspicious Package,3030 Middletown Road,Bronx,40972.61528,40973.04363,,
Fire-2nd Alarm,2037 Belmont Avenue,Bronx,40972.65258,40972.69758,40.84795963,-73.89031876
Fire-10-76 (Commercial High Rise Fire),506 Lenox Avenue,Manhattan,40971.46925,40971.60639,40.8143573,-73.94065862
Law Enforcement-Suspicious Package,3070 Roberts Ave,Bronx,40969.82443,40969.89229,40.84607908,-73.82905095
Fire-Other,345 Dean Street,Brooklyn,40969.59709,40969.62487,40.68355896,-73.98027036
Law Enforcement-Other,777 Seaview Avenue,Staten Island,40969.58936,40969.60906,40.57950104,-74.07825202
Fire-Haz Mat,Hamilton Avenue & Huntington Street,Brooklyn,40969.37492,40969.48411,,
Fire-2nd Alarm,3301 Fulton Street,Brooklyn,40968.71421,40969.16368,40.68324697,-73.87363278
Law Enforcement-Suspicious Package,West 31 Street & 8 Avenue,Manhattan,40968.7363,40968.7678,40.75029388,-73.99484249
Fire-School,133 West 21 Street,Manhattan,40968.62959,40968.65964,40.74208159,-73.99480704
Fire-Nursing Home,2099 Forest Avenue,Staten Island,40968.28582,40968.32145,40.62640826,-74.15928354
Fire-Haz Mat,2nd Avenue & 92nd Street,Manhattan,40967.4184,40968.26568,40.78168803,-73.94896026
Law Enforcement-Suspicious Package,220-16 137 Ave,Queens,40967.62404,40967.67396,40.67510303,-73.75076068
Fire-2nd Alarm,177-08 Troutville Road,Queens,40967.38068,40967.54226,40.68360766,-73.76709822
Fire-Haz Mat,364 Port Richmond AVenue,Staten Island,40967.39718,40967.42772,40.63295317,-74.13695438
Law Enforcement-Other,768 5th Avenue,Manhattan,40967.36436,40967.41231,40.76415476,-73.97395077
Fire-1st Alarm,1115 Prospect Avenue,Bronx,40967.10682,40967.22903,40.8262513,-73.89889276
Fire-Other,372 Beach Avenue,Staten Island,40964.33583,40964.45866,40.56762866,-74.1126115
Medical-Injured City Worker,,Manhattan,40963.75628,40963.83735,,
Law Enforcement-Device,Water Street & Wall Street,Manhattan,40963.47532,40963.53985,40.70518369,-74.0073938
Law Enforcement-Suspicious Package,1 Richmond Terrace,Staten Island,40962.72488,40962.76843,40.64392226,-74.07273506
Fire-2nd Alarm,548 Driggs Avenue,Brooklyn,40962.31653,40962.49028,40.71718946,-73.95628213
Fire-Hospital,506 6 street,Brooklyn,40961.97362,40962.06226,40.66829234,-73.97923671
Law Enforcement-Suspicious Package,1871A Archer Street,Bronx,40959.52303,40959.55898,40.83783106,-73.86400077
Fire-1st Alarm,428 USS Connecticut Court,Staten Island,40959.00957,40959.03115,40.59602737,-74.06023119
Fire-2nd Alarm,35 wright ave,Staten Island,40958.42896,40958.55815,40.63615439,-74.14953905
Law Enforcement-Other,,Brooklyn,40958.15277,40958.22552,,
Fire-Other,,Manhattan,40958.05991,40958.08903,40.74965544,-73.99194772
Fire-Sensitive Location,West 31 Street & 8 Avenue,Manhattan,40957.88159,40957.97275,40.75029388,-73.99484249
Fire-4th Alarm,49 Diamond Street,Brooklyn,40952.94485,40956.46557,40.72428584,-73.9461144
Fire-2nd Alarm,1481 Sterling Place,Brooklyn,40954.63797,40954.73278,40.67141546,-73.92963582
Law Enforcement-Suspicious Package,West Street & Liberty Street,New York City,40954.65558,40954.67432,40.71090586,-74.01445702
Fire-3rd Alarm,1216 Olmstead Avenue,Bronx,40953.24944,40953.39822,40.83201952,-73.85420531
Fire-Other,2264 Morris Avenue,Bronx,40953.34995,40953.379,40.8574561,-73.90230849
Fire-2nd Alarm,171 Adelphi Street,Brooklyn,40952.80485,40952.89838,40.69249963,-73.97172138
Fire-Other,224 York Street,Brooklyn,40951.785,40951.82678,40.7013124,-73.98194935
Fire-2nd Alarm,25 Locust Street,Brooklyn,40951.34787,40951.45194,,
Law Enforcement-Suspicious Package,,Brooklyn,40951.43831,40951.45007,,
Law Enforcement-Other,East 42 Street & 2 Avenue,Manhattan,40949.65775,40950.47902,40.74982404,-73.97220233
Fire-2nd Alarm,100 West 143 Street,Manhattan,40950.23807,40950.31943,40.81919997,-73.93733404
Law Enforcement-Other,220 South Street,Manhattan,40947.58043,40947.61183,40.7094519,-73.99432985
Fire-Other,544 West 35th Street,Manhattan,40947.48679,40947.50493,40.75621167,-74.00096013
Law Enforcement-Suspicious Package,52 Duane Street,Manhattan,40947.40353,40947.40817,40.71438706,-74.00377316
Fire-Other,30 Park Place,Manhattan,40947.32192,40947.35038,40.71298697,-74.00868603
Law Enforcement-Suspicious Package,750 1st Avenue,Manhattan,40939.58089,40946.7481,40.74898077,-73.96969797
Fire-2nd Alarm,200 West 111 Street,Manhattan,40944.28104,40944.50316,40.80023134,-73.95534991
Law Enforcement-Other,320 East 156 Street,Bronx,40942.84332,40943.00524,40.82155414,-73.91850065
Fire-1st Alarm,45-47 Kissena Boulevard,Queens,40942.7947,40942.82269,40.75126742,-73.81980197
Medical-Injured City Worker,105 East 42 Street,Manhattan,40941.67088,40941.77763,40.75198253,-73.97731937
Law Enforcement-Device,2 Teleport Drive,Staten Island,40941.50376,40941.56934,40.60372052,-74.17927401
Law Enforcement-Device,266 Rutledge Street,Brooklyn,40941.42727,40941.45155,40.70440048,-73.95341238
Fire-1st Alarm,406 Lee Ave,Brooklyn,40940.69679,40940.74438,,
Fire-3rd Alarm,2642 Broadway,Manhattan,40940.44809,40940.70969,40.79739248,-73.96976983
Fire-2nd Alarm,333 East 68 Street,Manhattan,40939.57035,40940.55324,40.76586874,-73.95933314
Fire-Other,,Brooklyn,40940.19758,40940.20659,,
Fire-3rd Alarm,1053 Sinclair Avenue,Staten Island,40939.88981,40940.12234,40.53824157,-74.21084835
Fire-1st Alarm,Ferry Terminal Drive & Borough Place,Staten Island,40939.73766,40939.78356,40.7541333,-73.99938465
Fire-Manhole,1323 Bedford Ave,Brooklyn,40937.88701,40938.3762,40.6780285,-73.95283594
Fire-2nd Alarm,6414 Bay Parkway,Brooklyn,40938.16407,40938.23417,40.61429996,-73.98097157
Fire-1st Alarm,956 East 82 Street,Brooklyn,40936.45536,40936.50319,40.63555278,-73.91079047
Fire-2nd Alarm,221 West Kingsbridge Road,Bronx,40934.9433,40936.48791,,
Fire-Haz Mat,234 east 149th street,bronx,40935.61936,40935.65457,40.8177401,-73.9241558
Law Enforcement-Suspicious Package,809 United Nations Plaza,Manhattan,40933.66001,40933.68722,40.75096484,-73.96828947
Fire-3rd Alarm,90-11 175th Street,Queens,40930.13029,40933.65954,40.70963842,-73.78655353
Fire-2nd Alarm,1981 Crotona Avenue,Bronx,40933.04356,40933.1976,40.84635674,-73.89034309
Fire-2nd Alarm,35-27 93 street,Queens,40932.45934,40932.55441,40.75252286,-73.87438204
Fire-2nd Alarm,160-22 77 Road,Queens,40931.9987,40932.10006,40.72328707,-73.80775208
Fire-Collapse,97 Catherine Street,Manhattan,40931.62362,40931.68814,40.71038246,-73.99652645
